,ChannelGeneName_i,ChannelGeneName_j,ChannelIndex_i,ChannelIndex_j,ChannelName_i,ChannelName_j,ChannelPairs,PC_bin,Pearson Correlation,Resolution (micrometers)
7,PMP34,SEC61B,13.0,18.0,Peroxisomes,Endoplasmic Reticulum,"(13, 18)",0.0,0.9998067652590505,14.08
8,PMP34,SEC61B,13.0,18.0,Peroxisomes,Endoplasmic Reticulum,"(13, 18)",0.0,0.0,28.16
0,PXN,CELL+NUCLEUS,2.0,25.0,Matrix adhesions,CELL+NUCLEUS,"(2, 25)",0.0,-0.13078708185663432,0.11
1,PXN,CELL+NUCLEUS,2.0,25.0,Matrix adhesions,CELL+NUCLEUS,"(2, 25)",0.0,-0.15116488739738396,0.22
2,PXN,CELL+NUCLEUS,2.0,25.0,Matrix adhesions,CELL+NUCLEUS,"(2, 25)",0.0,-0.1522357939115528,0.44
3,PXN,CELL+NUCLEUS,2.0,25.0,Matrix adhesions,CELL+NUCLEUS,"(2, 25)",0.0,-0.12274676314073987,0.88
4,PXN,CELL+NUCLEUS,2.0,25.0,Matrix adhesions,CELL+NUCLEUS,"(2, 25)",0.0,-0.024664400623720863,1.76
5,PXN,CELL+NUCLEUS,2.0,25.0,Matrix adhesions,CELL+NUCLEUS,"(2, 25)",0.0,0.26851039968192864,3.52
6,PXN,CELL+NUCLEUS,2.0,25.0,Matrix adhesions,CELL+NUCLEUS,"(2, 25)",0.0,0.7147635294705963,7.04
7,PXN,CELL+NUCLEUS,2.0,25.0,Matrix adhesions,CELL+NUCLEUS,"(2, 25)",0.0,0.8858858763190878,14.08
8,PXN,CELL+NUCLEUS,2.0,25.0,Matrix adhesions,CELL+NUCLEUS,"(2, 25)",0.0,0.0,28.16
0,CENT2,DSP,0.0,9.0,Centrioles,Desmosomes,"(0, 9)",0.0,0.19342933223020364,0.11
1,CENT2,DSP,0.0,9.0,Centrioles,Desmosomes,"(0, 9)",0.0,0.28418690969216204,0.22
2,CENT2,DSP,0.0,9.0,Centrioles,Desmosomes,"(0, 9)",0.0,0.41089120343105223,0.44
3,CENT2,DSP,0.0,9.0,Centrioles,Desmosomes,"(0, 9)",0.0,0.5806693305070119,0.88
4,CENT2,DSP,0.0,9.0,Centrioles,Desmosomes,"(0, 9)",0.0,0.7450831528596298,1.76
5,CENT2,DSP,0.0,9.0,Centrioles,Desmosomes,"(0, 9)",0.0,0.8175034010758112,3.52
6,CENT2,DSP,0.0,9.0,Centrioles,Desmosomes,"(0, 9)",0.0,0.971516281950026,7.04
7,CENT2,DSP,0.0,9.0,Centrioles,Desmosomes,"(0, 9)",0.0,0.9895624589308756,14.08
8,CENT2,DSP,0.0,9.0,Centrioles,Desmosomes,"(0, 9)",0.0,0.0,28.16
0,TJP1,LMNB1,3.0,4.0,Tight junctions,Nuclear envelope,"(3, 4)",0.0,-0.1394319186021127,0.11
1,TJP1,LMNB1,3.0,4.0,Tight junctions,Nuclear envelope,"(3, 4)",0.0,-0.13653238456672426,0.22
2,TJP1,LMNB1,3.0,4.0,Tight junctions,Nuclear envelope,"(3, 4)",0.0,-0.12497155877317316,0.44
3,TJP1,LMNB1,3.0,4.0,Tight junctions,Nuclear envelope,"(3, 4)",0.0,-0.09558851276802961,0.88
4,TJP1,LMNB1,3.0,4.0,Tight junctions,Nuclear envelope,"(3, 4)",0.0,0.0520538407802679,1.76
5,TJP1,LMNB1,3.0,4.0,Tight junctions,Nuclear envelope,"(3, 4)",0.0,-0.04414964074312036,3.52
6,TJP1,LMNB1,3.0,4.0,Tight junctions,Nuclear envelope,"(3, 4)",0.0,-0.16736675869977122,7.04
7,TJP1,LMNB1,3.0,4.0,Tight junctions,Nuclear envelope,"(3, 4)",0.0,0.9987323202969831,14.08
8,TJP1,LMNB1,3.0,4.0,Tight junctions,Nuclear envelope,"(3, 4)",0.0,0.0,28.16
0,LMNB1,LAMP1,4.0,7.0,Nuclear envelope,Lysosome,"(4, 7)",0.0,0.21419928215103864,0.11
1,LMNB1,LAMP1,4.0,7.0,Nuclear envelope,Lysosome,"(4, 7)",0.0,0.2388772953941153,0.22
2,LMNB1,LAMP1,4.0,7.0,Nuclear envelope,Lysosome,"(4, 7)",0.0,0.28277959675506986,0.44
3,LMNB1,LAMP1,4.0,7.0,Nuclear envelope,Lysosome,"(4, 7)",0.0,0.36432246316320116,0.88
4,LMNB1,LAMP1,4.0,7.0,Nuclear envelope,Lysosome,"(4, 7)",0.0,0.4701002205449871,1.76
5,LMNB1,LAMP1,4.0,7.0,Nuclear envelope,Lysosome,"(4, 7)",0.0,0.5231968408877051,3.52
6,LMNB1,LAMP1,4.0,7.0,Nuclear envelope,Lysosome,"(4, 7)",0.0,0.7889951693611503,7.04
7,LMNB1,LAMP1,4.0,7.0,Nuclear envelope,Lysosome,"(4, 7)",0.0,0.9961939201396085,14.08
8,LMNB1,LAMP1,4.0,7.0,Nuclear envelope,Lysosome,"(4, 7)",0.0,0.0,28.16
0,NUP153,ST6GAL1,5.0,6.0,Nuclear pores,Golgi,"(5, 6)",0.0,-0.04432365250176948,0.11
1,NUP153,ST6GAL1,5.0,6.0,Nuclear pores,Golgi,"(5, 6)",0.0,-0.030498519016584603,0.22
2,NUP153,ST6GAL1,5.0,6.0,Nuclear pores,Golgi,"(5, 6)",0.0,-0.00175793391306453,0.44
3,NUP153,ST6GAL1,5.0,6.0,Nuclear pores,Golgi,"(5, 6)",0.0,0.0552762738159557,0.88
4,NUP153,ST6GAL1,5.0,6.0,Nuclear pores,Golgi,"(5, 6)",0.0,0.14401210925911012,1.76
5,NUP153,ST6GAL1,5.0,6.0,Nuclear pores,Golgi,"(5, 6)",0.0,0.25245734097873923,3.52
6,NUP153,ST6GAL1,5.0,6.0,Nuclear pores,Golgi,"(5, 6)",0.0,0.2710401050088753,7.04
7,NUP153,ST6GAL1,5.0,6.0,Nuclear pores,Golgi,"(5, 6)",0.0,0.9942921559683844,14.08
8,NUP153,ST6GAL1,5.0,6.0,Nuclear pores,Golgi,"(5, 6)",0.0,0.0,28.16
0,ST6GAL1,AAVS1,6.0,21.0,Golgi,Plasma membrane,"(6, 21)",0.0,0.1202859964138129,0.11
1,ST6GAL1,AAVS1,6.0,21.0,Golgi,Plasma membrane,"(6, 21)",0.0,0.13625123666680927,0.22
2,ST6GAL1,AAVS1,6.0,21.0,Golgi,Plasma membrane,"(6, 21)",0.0,0.1692300835795747,0.44
3,ST6GAL1,AAVS1,6.0,21.0,Golgi,Plasma membrane,"(6, 21)",0.0,0.2567106346044786,0.88
4,ST6GAL1,AAVS1,6.0,21.0,Golgi,Plasma membrane,"(6, 21)",0.0,0.4699282950851923,1.76
5,ST6GAL1,AAVS1,6.0,21.0,Golgi,Plasma membrane,"(6, 21)",0.0,0.4749608147073065,3.52
6,ST6GAL1,AAVS1,6.0,21.0,Golgi,Plasma membrane,"(6, 21)",0.0,0.7105343809902074,7.04
7,ST6GAL1,AAVS1,6.0,21.0,Golgi,Plasma membrane,"(6, 21)",0.0,0.9891297528001273,14.08
8,ST6GAL1,AAVS1,6.0,21.0,Golgi,Plasma membrane,"(6, 21)",0.0,0.0,28.16
0,LAMP1,H2B,7.0,16.0,Lysosome,Histone,"(7, 16)",0.0,-0.362322106261181,0.11
1,LAMP1,H2B,7.0,16.0,Lysosome,Histone,"(7, 16)",0.0,-0.33344196680673993,0.22
2,LAMP1,H2B,7.0,16.0,Lysosome,Histone,"(7, 16)",0.0,-0.27304954117500874,0.44
3,LAMP1,H2B,7.0,16.0,Lysosome,Histone,"(7, 16)",0.0,-0.17295656380549373,0.88
4,LAMP1,H2B,7.0,16.0,Lysosome,Histone,"(7, 16)",0.0,-0.033392097227829966,1.76
5,LAMP1,H2B,7.0,16.0,Lysosome,Histone,"(7, 16)",0.0,0.2828840634975408,3.52
6,LAMP1,H2B,7.0,16.0,Lysosome,Histone,"(7, 16)",0.0,0.6474892187855559,7.04
7,LAMP1,H2B,7.0,16.0,Lysosome,Histone,"(7, 16)",0.0,0.9920430822131376,14.08
8,LAMP1,H2B,7.0,16.0,Lysosome,Histone,"(7, 16)",0.0,0.0,28.16
0,H2B,SMC1A,16.0,24.0,Histone,Cohesin,"(16, 24)",0.0,0.3665371394176562,0.11
1,H2B,SMC1A,16.0,24.0,Histone,Cohesin,"(16, 24)",0.0,0.5213078261544569,0.22
2,H2B,SMC1A,16.0,24.0,Histone,Cohesin,"(16, 24)",0.0,0.7103569212320959,0.44
3,H2B,SMC1A,16.0,24.0,Histone,Cohesin,"(16, 24)",0.0,0.869696188928492,0.88
4,H2B,SMC1A,16.0,24.0,Histone,Cohesin,"(16, 24)",0.0,0.9457226142971815,1.76
5,H2B,SMC1A,16.0,24.0,Histone,Cohesin,"(16, 24)",0.0,0.975026531919307,3.52
6,H2B,SMC1A,16.0,24.0,Histone,Cohesin,"(16, 24)",0.0,0.9931548278107352,7.04
7,H2B,SMC1A,16.0,24.0,Histone,Cohesin,"(16, 24)",0.0,0.9951437543186739,14.08
8,H2B,SMC1A,16.0,24.0,Histone,Cohesin,"(16, 24)",0.0,0.0,28.16
0,ACTB,ACTN1,8.0,14.0,Filamentous actin,Actin filaments,"(8, 14)",0.0,0.785353947338358,0.11
1,ACTB,ACTN1,8.0,14.0,Filamentous actin,Actin filaments,"(8, 14)",0.0,0.8354856377343379,0.22
2,ACTB,ACTN1,8.0,14.0,Filamentous actin,Actin filaments,"(8, 14)",0.0,0.8695289128411589,0.44
3,ACTB,ACTN1,8.0,14.0,Filamentous actin,Actin filaments,"(8, 14)",0.0,0.901181558693205,0.88
4,ACTB,ACTN1,8.0,14.0,Filamentous actin,Actin filaments,"(8, 14)",0.0,0.9232855524610939,1.76
5,ACTB,ACTN1,8.0,14.0,Filamentous actin,Actin filaments,"(8, 14)",0.0,0.9281465821650309,3.52
6,ACTB,ACTN1,8.0,14.0,Filamentous actin,Actin filaments,"(8, 14)",0.0,0.9832122219213874,7.04
7,ACTB,ACTN1,8.0,14.0,Filamentous actin,Actin filaments,"(8, 14)",0.0,0.9999994513038336,14.08
8,ACTB,ACTN1,8.0,14.0,Filamentous actin,Actin filaments,"(8, 14)",0.0,0.0,28.16
0,DSP,GJA1,9.0,15.0,Desmosomes,Gap junctions,"(9, 15)",0.0,0.4916238563170737,0.11
1,DSP,GJA1,9.0,15.0,Desmosomes,Gap junctions,"(9, 15)",0.0,0.5991934018091066,0.22
2,DSP,GJA1,9.0,15.0,Desmosomes,Gap junctions,"(9, 15)",0.0,0.7014270071546437,0.44
3,DSP,GJA1,9.0,15.0,Desmosomes,Gap junctions,"(9, 15)",0.0,0.794899599983377,0.88
4,DSP,GJA1,9.0,15.0,Desmosomes,Gap junctions,"(9, 15)",0.0,0.8681213435873687,1.76
5,DSP,GJA1,9.0,15.0,Desmosomes,Gap junctions,"(9, 15)",0.0,0.8363218081995722,3.52
6,DSP,GJA1,9.0,15.0,Desmosomes,Gap junctions,"(9, 15)",0.0,0.6060205610021157,7.04
7,DSP,GJA1,9.0,15.0,Desmosomes,Gap junctions,"(9, 15)",0.0,0.9965958820263139,14.08
8,DSP,GJA1,9.0,15.0,Desmosomes,Gap junctions,"(9, 15)",0.0,0.0,28.16
0,FBL,TOMM20,10.0,12.0,Nucleolus (Dense Fibrillar Component),Mitochondria,"(10, 12)",0.0,-0.40581705521808104,0.11
1,FBL,TOMM20,10.0,12.0,Nucleolus (Dense Fibrillar Component),Mitochondria,"(10, 12)",0.0,-0.3863329093599168,0.22
2,FBL,TOMM20,10.0,12.0,Nucleolus (Dense Fibrillar Component),Mitochondria,"(10, 12)",0.0,-0.3522990257686813,0.44
3,FBL,TOMM20,10.0,12.0,Nucleolus (Dense Fibrillar Component),Mitochondria,"(10, 12)",0.0,-0.30881105154197946,0.88
4,FBL,TOMM20,10.0,12.0,Nucleolus (Dense Fibrillar Component),Mitochondria,"(10, 12)",0.0,-0.2692496363686275,1.76
5,FBL,TOMM20,10.0,12.0,Nucleolus (Dense Fibrillar Component),Mitochondria,"(10, 12)",0.0,-0.18364062614901472,3.52
6,FBL,TOMM20,10.0,12.0,Nucleolus (Dense Fibrillar Component),Mitochondria,"(10, 12)",0.0,0.300981033751607,7.04
7,FBL,TOMM20,10.0,12.0,Nucleolus (Dense Fibrillar Component),Mitochondria,"(10, 12)",0.0,0.8471634207783755,14.08
8,FBL,TOMM20,10.0,12.0,Nucleolus (Dense Fibrillar Component),Mitochondria,"(10, 12)",0.0,0.0,28.16
0,ACTB,MYH10,8.0,20.0,Filamentous actin,Actomyosin bundles,"(8, 20)",0.0,0.6964250913622145,0.11
1,ACTB,MYH10,8.0,20.0,Filamentous actin,Actomyosin bundles,"(8, 20)",0.0,0.7490350997233891,0.22
2,ACTB,MYH10,8.0,20.0,Filamentous actin,Actomyosin bundles,"(8, 20)",0.0,0.7837635308129152,0.44
3,ACTB,MYH10,8.0,20.0,Filamentous actin,Actomyosin bundles,"(8, 20)",0.0,0.8141833139332747,0.88
4,ACTB,MYH10,8.0,20.0,Filamentous actin,Actomyosin bundles,"(8, 20)",0.0,0.8302917266947792,1.76
5,ACTB,MYH10,8.0,20.0,Filamentous actin,Actomyosin bundles,"(8, 20)",0.0,0.7902895656221741,3.52
6,ACTB,MYH10,8.0,20.0,Filamentous actin,Actomyosin bundles,"(8, 20)",0.0,0.817776550713323,7.04
7,ACTB,MYH10,8.0,20.0,Filamentous actin,Actomyosin bundles,"(8, 20)",0.0,0.9977206273873165,14.08
8,ACTB,MYH10,8.0,20.0,Filamentous actin,Actomyosin bundles,"(8, 20)",0.0,0.0,28.16
0,DSP,SON,9.0,17.0,Desmosomes,Nuclear Speckles,"(9, 17)",0.0,-0.1744467898308643,0.11
1,DSP,SON,9.0,17.0,Desmosomes,Nuclear Speckles,"(9, 17)",0.0,-0.195723937679745,0.22
2,DSP,SON,9.0,17.0,Desmosomes,Nuclear Speckles,"(9, 17)",0.0,-0.20943044386645376,0.44
3,DSP,SON,9.0,17.0,Desmosomes,Nuclear Speckles,"(9, 17)",0.0,-0.22237737536430818,0.88
4,DSP,SON,9.0,17.0,Desmosomes,Nuclear Speckles,"(9, 17)",0.0,-0.2187937998336365,1.76
5,DSP,SON,9.0,17.0,Desmosomes,Nuclear Speckles,"(9, 17)",0.0,-0.2630515023824511,3.52
6,DSP,SON,9.0,17.0,Desmosomes,Nuclear Speckles,"(9, 17)",0.0,-0.2620390008894408,7.04
7,DSP,SON,9.0,17.0,Desmosomes,Nuclear Speckles,"(9, 17)",0.0,0.9702481360170051,14.08
8,DSP,SON,9.0,17.0,Desmosomes,Nuclear Speckles,"(9, 17)",0.0,0.0,28.16
0,FBL,CTNNB1,10.0,22.0,Nucleolus (Dense Fibrillar Component),Adherens junctions,"(10, 22)",0.0,-0.2929525331975094,0.11
1,FBL,CTNNB1,10.0,22.0,Nucleolus (Dense Fibrillar Component),Adherens junctions,"(10, 22)",0.0,-0.29691392881860645,0.22
2,FBL,CTNNB1,10.0,22.0,Nucleolus (Dense Fibrillar Component),Adherens junctions,"(10, 22)",0.0,-0.29493426845947024,0.44
3,FBL,CTNNB1,10.0,22.0,Nucleolus (Dense Fibrillar Component),Adherens junctions,"(10, 22)",0.0,-0.29466869631253334,0.88
4,FBL,CTNNB1,10.0,22.0,Nucleolus (Dense Fibrillar Component),Adherens junctions,"(10, 22)",0.0,-0.3007041621453392,1.76
5,FBL,CTNNB1,10.0,22.0,Nucleolus (Dense Fibrillar Component),Adherens junctions,"(10, 22)",0.0,-0.32223302551388716,3.52
6,FBL,CTNNB1,10.0,22.0,Nucleolus (Dense Fibrillar Component),Adherens junctions,"(10, 22)",0.0,0.35230454082405493,7.04
7,FBL,CTNNB1,10.0,22.0,Nucleolus (Dense Fibrillar Component),Adherens junctions,"(10, 22)",0.0,0.8567867849736885,14.08
8,FBL,CTNNB1,10.0,22.0,Nucleolus (Dense Fibrillar Component),Adherens junctions,"(10, 22)",0.0,0.0,28.16
0,PXN,H2B,2.0,16.0,Matrix adhesions,Histone,"(2, 16)",0.0,-0.13207204750428056,0.11
1,PXN,H2B,2.0,16.0,Matrix adhesions,Histone,"(2, 16)",0.0,-0.1648300294929161,0.22
2,PXN,H2B,2.0,16.0,Matrix adhesions,Histone,"(2, 16)",0.0,-0.19350285898136835,0.44
3,PXN,H2B,2.0,16.0,Matrix adhesions,Histone,"(2, 16)",0.0,-0.20225422404477306,0.88
4,PXN,H2B,2.0,16.0,Matrix adhesions,Histone,"(2, 16)",0.0,-0.13714936687642826,1.76
5,PXN,H2B,2.0,16.0,Matrix adhesions,Histone,"(2, 16)",0.0,0.16512234161925532,3.52
6,PXN,H2B,2.0,16.0,Matrix adhesions,Histone,"(2, 16)",0.0,0.6234054951186916,7.04
7,PXN,H2B,2.0,16.0,Matrix adhesions,Histone,"(2, 16)",0.0,0.8689639163870231,14.08
8,PXN,H2B,2.0,16.0,Matrix adhesions,Histone,"(2, 16)",0.0,0.0,28.16
0,TJP1,PMP34,3.0,13.0,Tight junctions,Peroxisomes,"(3, 13)",0.0,0.039635879706652076,0.11
1,TJP1,PMP34,3.0,13.0,Tight junctions,Peroxisomes,"(3, 13)",0.0,0.05715082931811859,0.22
2,TJP1,PMP34,3.0,13.0,Tight junctions,Peroxisomes,"(3, 13)",0.0,0.08861595840007354,0.44
3,TJP1,PMP34,3.0,13.0,Tight junctions,Peroxisomes,"(3, 13)",0.0,0.1466306794386912,0.88
4,TJP1,PMP34,3.0,13.0,Tight junctions,Peroxisomes,"(3, 13)",0.0,0.27625375707319,1.76
5,TJP1,PMP34,3.0,13.0,Tight junctions,Peroxisomes,"(3, 13)",0.0,0.12906922656688075,3.52
6,TJP1,PMP34,3.0,13.0,Tight junctions,Peroxisomes,"(3, 13)",0.0,-0.14333303198202035,7.04
7,TJP1,PMP34,3.0,13.0,Tight junctions,Peroxisomes,"(3, 13)",0.0,0.9743524420275225,14.08
8,TJP1,PMP34,3.0,13.0,Tight junctions,Peroxisomes,"(3, 13)",0.0,0.0,28.16
0,TUBA1B,PMP34,1.0,13.0,Microtubules,Peroxisomes,"(1, 13)",0.0,0.34243766498745853,0.11
1,TUBA1B,PMP34,1.0,13.0,Microtubules,Peroxisomes,"(1, 13)",0.0,0.4419631021026044,0.22
2,TUBA1B,PMP34,1.0,13.0,Microtubules,Peroxisomes,"(1, 13)",0.0,0.5710630218919368,0.44
3,TUBA1B,PMP34,1.0,13.0,Microtubules,Peroxisomes,"(1, 13)",0.0,0.7214693635949926,0.88
4,TUBA1B,PMP34,1.0,13.0,Microtubules,Peroxisomes,"(1, 13)",0.0,0.8350631803689001,1.76
5,TUBA1B,PMP34,1.0,13.0,Microtubules,Peroxisomes,"(1, 13)",0.0,0.8967234168793996,3.52
6,TUBA1B,PMP34,1.0,13.0,Microtubules,Peroxisomes,"(1, 13)",0.0,0.9806713324328377,7.04
7,TUBA1B,PMP34,1.0,13.0,Microtubules,Peroxisomes,"(1, 13)",0.0,0.9991178190789008,14.08
8,TUBA1B,PMP34,1.0,13.0,Microtubules,Peroxisomes,"(1, 13)",0.0,0.0,28.16
0,LMNB1,ACTN1,4.0,14.0,Nuclear envelope,Actin filaments,"(4, 14)",0.0,-0.2450970081233715,0.11
1,LMNB1,ACTN1,4.0,14.0,Nuclear envelope,Actin filaments,"(4, 14)",0.0,-0.2370614638282676,0.22
2,LMNB1,ACTN1,4.0,14.0,Nuclear envelope,Actin filaments,"(4, 14)",0.0,-0.20984633394633462,0.44
3,LMNB1,ACTN1,4.0,14.0,Nuclear envelope,Actin filaments,"(4, 14)",0.0,-0.1557106260655831,0.88
4,LMNB1,ACTN1,4.0,14.0,Nuclear envelope,Actin filaments,"(4, 14)",0.0,0.07319419414027128,1.76
5,LMNB1,ACTN1,4.0,14.0,Nuclear envelope,Actin filaments,"(4, 14)",0.0,0.2545967866257801,3.52
6,LMNB1,ACTN1,4.0,14.0,Nuclear envelope,Actin filaments,"(4, 14)",0.0,0.7002691483708542,7.04
7,LMNB1,ACTN1,4.0,14.0,Nuclear envelope,Actin filaments,"(4, 14)",0.0,0.9848979844859238,14.08
8,LMNB1,ACTN1,4.0,14.0,Nuclear envelope,Actin filaments,"(4, 14)",0.0,0.0,28.16
0,PXN,FBL,2.0,10.0,Matrix adhesions,Nucleolus (Dense Fibrillar Component),"(2, 10)",0.0,-0.06821905877736119,0.11
1,PXN,FBL,2.0,10.0,Matrix adhesions,Nucleolus (Dense Fibrillar Component),"(2, 10)",0.0,-0.08532759234770963,0.22
2,PXN,FBL,2.0,10.0,Matrix adhesions,Nucleolus (Dense Fibrillar Component),"(2, 10)",0.0,-0.10191917924106071,0.44
3,PXN,FBL,2.0,10.0,Matrix adhesions,Nucleolus (Dense Fibrillar Component),"(2, 10)",0.0,-0.11369136550181749,0.88
4,PXN,FBL,2.0,10.0,Matrix adhesions,Nucleolus (Dense Fibrillar Component),"(2, 10)",0.0,-0.11548148256787807,1.76
5,PXN,FBL,2.0,10.0,Matrix adhesions,Nucleolus (Dense Fibrillar Component),"(2, 10)",0.0,0.02219245391170338,3.52
6,PXN,FBL,2.0,10.0,Matrix adhesions,Nucleolus (Dense Fibrillar Component),"(2, 10)",0.0,0.2786952945826049,7.04
7,PXN,FBL,2.0,10.0,Matrix adhesions,Nucleolus (Dense Fibrillar Component),"(2, 10)",0.0,0.6783876733848916,14.08
8,PXN,FBL,2.0,10.0,Matrix adhesions,Nucleolus (Dense Fibrillar Component),"(2, 10)",0.0,0.0,28.16
0,NUP153,GJA1,5.0,15.0,Nuclear pores,Gap junctions,"(5, 15)",0.0,-0.1792698888422224,0.11
1,NUP153,GJA1,5.0,15.0,Nuclear pores,Gap junctions,"(5, 15)",0.0,-0.18794472261812725,0.22
2,NUP153,GJA1,5.0,15.0,Nuclear pores,Gap junctions,"(5, 15)",0.0,-0.1801345871239723,0.44
3,NUP153,GJA1,5.0,15.0,Nuclear pores,Gap junctions,"(5, 15)",0.0,-0.15088911084161555,0.88
4,NUP153,GJA1,5.0,15.0,Nuclear pores,Gap junctions,"(5, 15)",0.0,-0.05115515687568416,1.76
5,NUP153,GJA1,5.0,15.0,Nuclear pores,Gap junctions,"(5, 15)",0.0,0.1776058166929213,3.52
6,NUP153,GJA1,5.0,15.0,Nuclear pores,Gap junctions,"(5, 15)",0.0,0.5423776674838989,7.04
7,NUP153,GJA1,5.0,15.0,Nuclear pores,Gap junctions,"(5, 15)",0.0,0.9994143063428516,14.08
8,NUP153,GJA1,5.0,15.0,Nuclear pores,Gap junctions,"(5, 15)",0.0,0.0,28.16
0,TJP1,RAB5A,3.0,19.0,Tight junctions,Endosomes,"(3, 19)",0.0,0.06598197358026783,0.11
1,TJP1,RAB5A,3.0,19.0,Tight junctions,Endosomes,"(3, 19)",0.0,0.08873002264155727,0.22
2,TJP1,RAB5A,3.0,19.0,Tight junctions,Endosomes,"(3, 19)",0.0,0.12655372534713502,0.44
3,TJP1,RAB5A,3.0,19.0,Tight junctions,Endosomes,"(3, 19)",0.0,0.2003647270262877,0.88
4,TJP1,RAB5A,3.0,19.0,Tight junctions,Endosomes,"(3, 19)",0.0,0.35780389498579934,1.76
5,TJP1,RAB5A,3.0,19.0,Tight junctions,Endosomes,"(3, 19)",0.0,0.19836444008251553,3.52
6,TJP1,RAB5A,3.0,19.0,Tight junctions,Endosomes,"(3, 19)",0.0,-0.10135968197129781,7.04
7,TJP1,RAB5A,3.0,19.0,Tight junctions,Endosomes,"(3, 19)",0.0,0.9860759381357386,14.08
8,TJP1,RAB5A,3.0,19.0,Tight junctions,Endosomes,"(3, 19)",0.0,0.0,28.16
0,ST6GAL1,TOMM20,6.0,12.0,Golgi,Mitochondria,"(6, 12)",0.0,0.5460651481210003,0.11
1,ST6GAL1,TOMM20,6.0,12.0,Golgi,Mitochondria,"(6, 12)",0.0,0.5635863357615443,0.22
2,ST6GAL1,TOMM20,6.0,12.0,Golgi,Mitochondria,"(6, 12)",0.0,0.5842013307340352,0.44
3,ST6GAL1,TOMM20,6.0,12.0,Golgi,Mitochondria,"(6, 12)",0.0,0.6089807816919158,0.88
4,ST6GAL1,TOMM20,6.0,12.0,Golgi,Mitochondria,"(6, 12)",0.0,0.623203720640474,1.76
5,ST6GAL1,TOMM20,6.0,12.0,Golgi,Mitochondria,"(6, 12)",0.0,0.5548230108128096,3.52
6,ST6GAL1,TOMM20,6.0,12.0,Golgi,Mitochondria,"(6, 12)",0.0,0.46635677617809007,7.04
7,ST6GAL1,TOMM20,6.0,12.0,Golgi,Mitochondria,"(6, 12)",0.0,0.9743037966787338,14.08
8,ST6GAL1,TOMM20,6.0,12.0,Golgi,Mitochondria,"(6, 12)",0.0,0.0,28.16
0,LMNB1,MYH10,4.0,20.0,Nuclear envelope,Actomyosin bundles,"(4, 20)",0.0,-0.1890487165591782,0.11
1,LMNB1,MYH10,4.0,20.0,Nuclear envelope,Actomyosin bundles,"(4, 20)",0.0,-0.18275395437424508,0.22
2,LMNB1,MYH10,4.0,20.0,Nuclear envelope,Actomyosin bundles,"(4, 20)",0.0,-0.16014089515447616,0.44
3,LMNB1,MYH10,4.0,20.0,Nuclear envelope,Actomyosin bundles,"(4, 20)",0.0,-0.11428515563362651,0.88
4,LMNB1,MYH10,4.0,20.0,Nuclear envelope,Actomyosin bundles,"(4, 20)",0.0,0.11726692753133203,1.76
5,LMNB1,MYH10,4.0,20.0,Nuclear envelope,Actomyosin bundles,"(4, 20)",0.0,0.18804365016853097,3.52
6,LMNB1,MYH10,4.0,20.0,Nuclear envelope,Actomyosin bundles,"(4, 20)",0.0,0.4663089204208133,7.04
7,LMNB1,MYH10,4.0,20.0,Nuclear envelope,Actomyosin bundles,"(4, 20)",0.0,0.9942243481750231,14.08
8,LMNB1,MYH10,4.0,20.0,Nuclear envelope,Actomyosin bundles,"(4, 20)",0.0,0.0,28.16
0,RAB5A,MYH10,19.0,20.0,Endosomes,Actomyosin bundles,"(19, 20)",0.0,0.057752274531639586,0.11
1,RAB5A,MYH10,19.0,20.0,Endosomes,Actomyosin bundles,"(19, 20)",0.0,0.08321552809814045,0.22
2,RAB5A,MYH10,19.0,20.0,Endosomes,Actomyosin bundles,"(19, 20)",0.0,0.1262268053388725,0.44
3,RAB5A,MYH10,19.0,20.0,Endosomes,Actomyosin bundles,"(19, 20)",0.0,0.20215692990344938,0.88
4,RAB5A,MYH10,19.0,20.0,Endosomes,Actomyosin bundles,"(19, 20)",0.0,0.3640624077177259,1.76
5,RAB5A,MYH10,19.0,20.0,Endosomes,Actomyosin bundles,"(19, 20)",0.0,0.26990568771506157,3.52
6,RAB5A,MYH10,19.0,20.0,Endosomes,Actomyosin bundles,"(19, 20)",0.0,0.6786551521578563,7.04
7,RAB5A,MYH10,19.0,20.0,Endosomes,Actomyosin bundles,"(19, 20)",0.0,0.999957814935322,14.08
8,RAB5A,MYH10,19.0,20.0,Endosomes,Actomyosin bundles,"(19, 20)",0.0,0.0,28.16
0,LAMP1,DSP,7.0,9.0,Lysosome,Desmosomes,"(7, 9)",0.0,0.35462827861649626,0.11
1,LAMP1,DSP,7.0,9.0,Lysosome,Desmosomes,"(7, 9)",0.0,0.40260392391498934,0.22
2,LAMP1,DSP,7.0,9.0,Lysosome,Desmosomes,"(7, 9)",0.0,0.4546926284303543,0.44
3,LAMP1,DSP,7.0,9.0,Lysosome,Desmosomes,"(7, 9)",0.0,0.5337210968135574,0.88
4,LAMP1,DSP,7.0,9.0,Lysosome,Desmosomes,"(7, 9)",0.0,0.6821388419287706,1.76
5,LAMP1,DSP,7.0,9.0,Lysosome,Desmosomes,"(7, 9)",0.0,0.6178256159712276,3.52
6,LAMP1,DSP,7.0,9.0,Lysosome,Desmosomes,"(7, 9)",0.0,0.3886154322457517,7.04
